"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","agecat","incomecat"
"92469",95965,0,0,62,0,0.02707152,10933,6,0,0,0,0,"middle","rich"
"91921",95405,0,0.194585448,46,0,0.461680859,2700,8,0,1,0,3,"middle","poor"
"87027",90311,0,0.139054388,64,0,2256,5400,13,0,1,0,0,"middle","middle"
"63047",65429,0,0.411303334,37,0,0.341967404,3435,12,0,0,0,0,"young","poor"
"107789",111842,0,0.53919172,58,0,0.503372164,11416,14,0,3,0,0,"middle","rich"
"140812",146085,1,0.999300797,56,4,0.173376275,3725,7,1,0,4,0,"middle","poor"
"12401",12893,0,0,43,0,3980,5400,5,0,1,0,2,"young","middle"
"70816",73493,0,0,42,0,0.338747439,6833,5,0,2,0,0,"young","middle rich"
"8516",8846,0,0.44264181,56,1,0.106504469,12083,11,0,0,0,0,"middle","rich"
"56455",58593,0,0.286897892,52,0,0.278368186,2916,10,0,0,0,2,"middle","poor"
"15820",16425,0,0.655690679,46,0,0.07482679,6494,4,0,0,0,3,"middle","middle rich"
"19626",20372,1,0.003382562,43,0,0.196780322,10000,9,0,1,0,0,"young","rich"
"142396",147731,0,0.807035977,56,0,946,5400,3,0,0,0,0,"middle","middle"
"73573",76356,0,0.006944123,43,0,0.275107604,5575,6,0,1,0,2,"young","middle rich"
"62991",65372,0,0.333247323,62,0,0.282036105,3378,5,0,1,0,0,"middle","poor"
"560",583,0,0.159116246,91,0,0.184123484,1813,6,0,0,0,0,"elder","poor"
"24100",25028,0,0.400553836,69,0,0.4733004,4250,13,0,1,0,0,"middle","middle"
"19229",19962,0,0.031042669,58,0,5013,5400,17,0,2,0,0,"middle","middle"
"13912",14452,0,0.138373504,64,0,0.2488397,2800,6,0,1,0,0,"middle","poor"
"90454",93888,0,0.622399581,81,0,0.415411278,7500,10,0,1,0,0,"elder","middle rich"
"123107",127728,0,0.081174067,55,0,0.137220897,4612,9,0,1,0,1,"middle","middle"
"48948",50823,0,0.353315551,34,0,0.6547465,8500,9,0,4,0,2,"young","rich"
"34310",35628,0,0.031028499,34,0,0.236105531,7466,7,0,2,0,3,"young","middle rich"
"133800",138806,0,0.044842704,72,0,0.088252259,5200,6,0,0,0,1,"middle","middle"
"129377",134223,0,0.236038682,67,0,141,5400,3,0,0,0,0,"middle","middle"
"2723",2830,0,0.023939941,52,0,0.061269518,11783,5,0,0,0,0,"middle","rich"
"6876",7140,0,0.045773358,28,0,0.201705381,3400,7,0,0,0,2,"young","poor"
"116582",120959,0,0.08595902,61,0,3798,5400,6,0,2,0,0,"middle","middle"
"27699",28762,1,0.9999999,26,0,0.205897051,2000,3,3,0,0,0,"young","poor"
"38378",39835,0,0.191480852,55,0,0.054466518,7600,3,0,0,0,3,"middle","rich"
"131401",136318,0,0.177163469,67,0,0.272978162,8333,21,0,1,0,0,"middle","rich"
"121787",126353,0,0.13659317,55,0,2553,5400,5,0,2,0,0,"middle","middle"
"27340",28391,0,1.071713147,30,2,0.296064959,1600,2,0,0,0,0,"young","poor"
"89995",93416,0,0.420327041,63,0,0.181563687,5000,18,0,0,0,0,"middle","middle"
"118612",123065,0,0.04075837,30,0,0.040816327,6614,4,0,0,0,0,"young","middle rich"
"136934",142056,0,0.159696747,69,0,0.02739726,10438,9,0,1,0,0,"middle","rich"
"106127",110134,0,0.498215235,39,0,0.463163231,5917,12,0,2,0,1,"young","middle rich"
"128763",133582,0,0.001611081,51,0,0.23514612,5166,8,0,1,0,0,"middle","middle"
"131879",136812,0,0.663963334,37,0,0.509688374,10011,12,0,2,0,0,"young","rich"
"64525",66967,0,0.276854093,34,0,0.272971934,2600,8,0,0,0,0,"young","poor"
"54318",56368,0,0,45,0,0,5400,3,0,0,0,2,"middle","middle"
"46970",48764,0,0,36,0,0.069379238,1916,3,0,0,0,0,"young","poor"
"47180",48985,0,0.538090447,67,0,0.513067749,3940,11,0,0,0,0,"middle","middle"
"74857",77694,0,0.9999999,44,2,0.110678098,2565,0,0,0,0,3,"young","poor"
"27102",28143,0,0,50,0,0.439755691,1800,10,0,1,0,0,"middle","poor"
"112927",117161,0,0.235754455,60,0,2201,5400,22,0,0,0,0,"middle","middle"
"79858",82878,0,0.135843208,66,0,81,5400,4,0,0,0,0,"middle","middle"
"27599",28661,0,0.707967283,24,0,0.465534466,1000,3,0,0,0,2,"young","poor"
"44870",46576,0,0.341398089,34,0,0.049175898,3700,5,0,0,0,0,"young","poor"
"48171",50007,0,0.239195645,40,0,0.094600831,6500,8,0,0,0,0,"young","middle rich"
"63182",65567,0,0.297753873,28,0,0.20199552,4910,5,0,0,0,0,"young","middle"
"111821",116014,0,0.242525249,36,0,0.402968037,875,4,0,0,0,0,"young","poor"
"86849",90128,0,0.242893998,47,0,0.401928068,8090,11,0,1,0,2,"middle","rich"
"99028",102774,1,0.718658668,46,0,5932,5400,6,0,2,0,2,"middle","middle"
"70674",73345,0,0.345045014,28,0,948,0,14,0,0,0,0,"young","poor"
"108661",112749,0,0.136674533,61,0,102,5400,4,0,0,0,0,"middle","middle"
"828",862,0,0.119460647,34,0,0.32224953,6916,5,0,1,0,0,"young","middle rich"
"82168",85277,0,0.010743358,57,0,0.228428809,4206,6,0,1,0,0,"middle","middle"
"129143",133980,0,0.073985203,30,0,0.030351723,5600,2,0,0,0,0,"young","middle rich"
"94279",97842,0,0.65104985,59,1,1372,5400,4,0,1,0,0,"middle","middle"
"93419",96954,0,0.021280232,47,0,0.427664639,7561,2,0,1,0,0,"middle","rich"
"43085",44721,0,0.030503285,63,0,47,5400,9,0,0,0,0,"middle","middle"
"30149",31291,0,0.057813823,70,0,86,0,10,0,0,0,0,"middle","poor"
"90411",93841,0,0.05423137,70,0,0.419486441,4166,6,0,2,0,0,"middle","middle"
"121040",125574,0,0.987275041,39,0,2477,5400,6,0,2,0,3,"young","middle"
"7535",7825,0,0.050505051,49,0,37,5400,5,0,0,0,0,"middle","middle"
"101414",105270,0,0.9999999,47,0,0,6200,0,0,0,0,1,"middle","middle rich"
"121188",125732,1,0.251348728,42,2,0.220182545,9750,17,2,1,1,1,"young","rich"
"62975",65356,1,0.865379072,42,0,0.453649479,7000,10,0,1,0,1,"young","middle rich"
"64065",66493,0,0.056433839,80,0,2455,5400,10,0,3,0,1,"elder","middle"
"114649",118950,0,0.250793153,62,0,0.308997274,3300,26,0,1,0,0,"middle","poor"
"49893",51807,0,0.245270189,46,0,0.030494918,6000,2,0,0,0,0,"middle","middle rich"
"143074",148430,0,0,40,0,0.227346582,8000,2,0,1,0,3,"young","rich"
"109846",113967,0,0.481832344,59,1,1388,5400,8,1,1,0,0,"middle","middle"
"32281",33514,0,0.622096915,44,0,0.593047753,5695,16,0,1,0,2,"young","middle rich"
"135121",140169,1,0.599170677,71,4,4.708615113,3400,20,0,0,2,0,"middle","poor"
"128840",133665,0,0.9999999,39,1,0.310540575,7750,4,4,2,0,3,"young","rich"
"48919",50792,0,0.35775895,39,0,0.3789365,1936,4,0,0,0,1,"young","poor"
"87100",90386,0,0.978185784,39,2,0.416253399,6250,4,0,1,0,3,"young","middle rich"
"68971",71561,0,0.116473851,56,0,0.820917908,10000,19,0,5,0,0,"middle","rich"
"15815",16419,0,0.075011773,30,0,2.866267465,500,10,0,1,0,2,"young","poor"
"97955",101660,0,0.234995481,71,0,0.191902215,13089,8,0,2,0,0,"middle","rich"
"134874",139916,0,0.60199005,24,0,0.00365408,820,2,0,0,0,0,"young","poor"
"126595",131330,0,0.026931381,65,0,0.735044929,3894,9,0,3,0,1,"middle","middle"
"36366",37750,0,0.1985874,32,0,0.718725819,7753,22,0,5,0,1,"young","rich"
"98685",102414,0,0,56,0,0.125119025,5250,4,0,1,0,0,"middle","middle"
"117279",121683,0,0.00239223,57,0,0.000333222,3000,3,0,0,0,3,"middle","poor"
"52401",54395,0,0.410117694,54,0,0.48104035,4113,8,0,1,0,3,"middle","middle"
"115368",119701,0,0.031310449,73,0,0.991871492,5166,9,0,2,0,1,"middle","middle"
"109320",113427,0,0.001166628,64,0,0.607798165,5667,10,0,2,0,1,"middle","middle rich"
"126764",131506,0,0.03192602,94,0,0.051948052,1000,4,0,0,0,0,"elder","poor"
"110582",114738,0,0,54,0,0.759056778,7590,5,0,2,0,0,"middle","rich"
"46602",48380,1,0.998777914,39,2,8086,5400,14,0,1,0,0,"young","middle"
"95701",99319,0,0.107611549,33,0,508,5400,7,0,0,0,2,"young","middle"
"102089",105969,0,0.22365337,64,0,0.161704312,1947,3,0,0,0,0,"middle","poor"
"89188",92568,0,0.577269693,39,1,0.653443852,5066,13,0,1,0,2,"young","middle"
"49481",51377,0,0.958003711,30,0,0.211126961,4205,8,0,0,0,1,"young","middle"
"136942",142064,0,0.424738689,66,3,2.886965231,6988,19,0,1,0,0,"middle","middle rich"
"143837",149236,0,0.346738061,29,1,0.411078717,2400,7,0,0,0,0,"young","poor"
"143724",149118,0,0.79134044,43,0,0.258936207,5846,8,0,1,1,3,"young","middle rich"
"30720",31895,0,0.226051597,47,0,3208,5400,12,0,1,0,1,"middle","middle"
"94300",97864,0,0.020117748,47,0,0.303132938,1180,9,0,0,0,2,"middle","poor"
"81321",84388,0,0.261255549,28,1,1064,5400,7,0,0,0,0,"young","middle"
"26697",27722,0,0.775420977,51,0,0.474924012,3947,10,0,1,0,2,"middle","middle"
"10072",10472,0,0.019435119,47,0,0.517792883,2500,16,0,1,1,4,"middle","poor"
"74965",77806,0,0.704474676,31,1,0.42087729,1800,11,0,0,5,0,"young","poor"
"97974",101679,0,0.00109086,75,0,64,5400,6,0,0,0,0,"middle","middle"
"117982",122410,0,0.001933204,60,0,0.168690187,7000,9,0,2,0,0,"middle","middle rich"
"52138",54128,0,0.9999999,40,0,0.776921475,4800,4,0,2,0,0,"young","middle"
"73534",76316,0,0.010999872,71,0,26,5400,13,0,0,0,0,"middle","middle"
"31623",32831,0,0.930301294,41,0,0.449079949,6303,9,0,0,0,3,"young","middle rich"
"9340",9708,0,0.710857828,38,0,0.238925706,5733,3,0,2,0,3,"young","middle rich"
"132852",137823,1,0.956886461,70,0,0.179937952,1933,4,0,0,0,1,"middle","poor"
"14649",15218,0,0.268463201,29,0,0.142031199,9166,11,0,1,0,0,"young","rich"
"27700",28763,0,0,50,1,0.705786777,8000,11,0,2,0,2,"middle","rich"
"56405",58542,0,0.004411579,62,0,3475,5400,20,0,2,0,0,"middle","middle"
"20240",21014,0,0.034979669,59,0,13.78730082,8283,8,0,2,0,3,"middle","rich"
"6829",7091,0,0.9999999,27,0,0.452217364,1600,8,0,0,0,1,"young","poor"
"43038",44674,0,0.141325522,43,0,0.451711563,8500,8,0,1,0,0,"young","rich"
"31220",32416,0,0.176047389,44,1,0.527443379,4900,14,0,2,0,0,"young","middle"
"72706",75466,0,0.853536092,55,0,0.16603922,17796,10,0,0,0,2,"middle","rich"
"11153",11593,0,0.490657176,51,0,0.643726046,6000,11,0,2,0,2,"middle","middle rich"
"3247",3375,0,0.04570923,74,1,0.018897638,2539,10,0,0,0,0,"middle","poor"
"116212",120578,1,0.9999999,30,0,0.46877602,1200,1,3,0,0,0,"young","poor"
"119620",124106,0,0.017604504,58,0,0.229941151,6966,6,0,1,0,0,"middle","middle rich"
"2296",2391,0,0.232223932,69,0,0.504614675,4333,15,0,1,0,0,"middle","middle"
"23283",24182,0,0.65024541,44,0,0.521244155,4918,6,2,1,1,2,"young","middle"
"50292",52219,0,0.02249775,49,0,0.25332081,7452,5,0,2,0,1,"middle","middle rich"
"86999",90283,0,0.83840808,57,1,0.312431404,13666,8,0,3,0,2,"middle","rich"
"129816",134678,0,0.025722285,43,0,0.507473658,8161,5,0,1,0,0,"young","rich"
"61053",63374,0,0.299588489,56,3,0.546279492,18733,16,0,5,0,0,"middle","rich"
"29877",31009,0,0.58277994,28,0,0.796002352,1700,4,0,1,0,1,"young","poor"
"126668",131406,0,0.007859269,74,0,0.002735978,2192,3,0,0,0,0,"middle","poor"
"81625",84708,0,0.795437678,43,0,0.401229823,6504,14,0,2,0,3,"young","middle rich"
"85844",89090,0,0.117888532,68,0,0.376363764,14206,7,0,1,0,0,"middle","rich"
"34907",36242,0,0.019724507,82,0,0.047069682,6500,2,0,0,0,0,"elder","middle rich"
"27875",28946,0,0.22446259,54,0,0.448637841,4000,4,0,1,0,0,"middle","middle"
"23719",24634,0,0.9999999,35,2,0.34057971,3725,3,0,1,0,0,"young","poor"
"20866",21666,0,0.067499294,53,0,0.51946651,10196,18,0,2,0,0,"middle","rich"
"101505",105367,0,0,38,0,0.299703264,13816,8,0,2,0,2,"young","rich"
"40489",42029,0,0.368069444,67,0,3492,5400,9,0,2,0,0,"middle","middle"
"80937",83992,0,0.143481969,58,2,0.268836754,28600,13,0,5,0,1,"middle","rich"
"71973",74702,0,0.9999999,48,0,69,5400,0,1,0,0,0,"middle","middle"
"102404",106292,0,0.260927439,71,0,0.486140725,5158,23,0,1,0,0,"middle","middle"
"68788",71373,0,0.090301796,49,0,0.457393699,5808,18,0,3,0,0,"middle","middle rich"
"26917",27951,0,0.916443916,31,0,0.423192269,3000,8,0,0,0,1,"young","poor"
"56604",58746,0,0.032364949,48,0,0.304861427,2200,7,0,1,0,1,"middle","poor"
"131808",136740,0,0.9999999,67,0,0.318066158,2750,3,0,0,0,0,"middle","poor"
"19942",20702,0,0.820429518,60,0,0.15777043,4233,7,0,0,1,0,"middle","middle"
"43526",45173,0,0.543901546,61,1,0.364620089,4250,21,0,0,0,0,"middle","middle"
"25988",26982,1,0.865476291,57,0,1.047032475,6250,28,0,1,0,0,"middle","middle rich"
"129272",134113,0,0.268514798,43,0,0.743851387,3821,7,0,2,0,0,"young","middle"
"33156",34423,0,0.459244533,50,4,0.554963035,8250,16,1,1,0,3,"middle","rich"
"5603",5818,1,0.564824622,39,6,0.4861167,2484,15,0,0,1,0,"young","poor"
"114807",119114,0,0.424525158,68,0,0.310567605,4333,3,0,1,0,0,"middle","middle"
"1488",1545,0,0.093446262,80,0,0.123590725,4700,14,0,0,0,0,"elder","middle"
"139593",144822,0,0.320648853,41,0,0.965975104,3614,7,0,2,0,0,"young","poor"
"116770",121153,1,0.773704938,40,0,0.120652355,6008,5,2,0,0,2,"young","middle rich"
"79720",82736,0,0.9999999,39,0,0.308243728,5300,2,0,1,0,3,"young","middle"
"35223",36567,0,0,30,0,0.557476636,2139,4,0,1,0,1,"young","poor"
"86768",90042,0,0.230504078,52,0,0.148580968,4791,5,0,0,0,0,"middle","middle"
"80348",83383,0,0.9999999,63,0,26,5400,1,0,0,0,0,"middle","middle"
"74193",77000,0,0.9999999,87,0,0,12500,2,0,0,0,0,"elder","rich"
"144213",149626,0,0.352329305,49,0,0.344050458,13000,15,0,3,0,3,"middle","rich"
"81902",85001,0,0.247939468,33,1,0.191269577,3000,7,0,0,1,0,"young","poor"
"96810",100475,0,0.9999999,24,0,0.009993338,1500,1,0,0,0,0,"young","poor"
"16423",17050,0,0.674457899,38,0,0.104329173,5127,7,0,0,0,0,"young","middle"
"66997",69523,0,0,48,0,10,5400,1,0,0,0,0,"middle","middle"
"39025",40513,1,0.934810952,35,0,0.388736553,4740,9,0,2,1,2,"young","middle"
"4972",5171,0,0.402112561,54,0,1.116801999,3201,9,1,2,0,0,"middle","poor"
"115737",120083,0,0.417556897,52,0,0.729490955,2376,12,0,0,0,2,"middle","poor"
"129735",134591,0,0.031598627,54,0,0.337952811,11400,14,0,2,0,0,"middle","rich"
"69957",72597,0,0.843130447,39,0,0.462589568,6000,8,0,2,0,2,"young","middle rich"
"60444",62738,0,0.022979123,38,1,0.923682915,4061,8,0,2,0,1,"young","middle"
"53790",55825,0,0,50,1,0.12271932,4000,2,0,0,0,4,"middle","middle"
"33155",34422,0,0.124446598,42,1,0.407656375,8776,8,0,1,0,0,"young","rich"
"15628",16221,0,0,59,1,0.094656958,9750,8,0,0,0,1,"middle","rich"
"113583",117848,0,0.536025776,56,0,0.705882353,6000,6,0,2,0,3,"middle","middle rich"
"25462",26438,0,0.062607753,52,0,2348,5400,6,0,1,0,0,"middle","middle"
"68825",71412,0,0.9999999,46,2,0.274089085,25166,4,0,1,2,3,"middle","rich"
"30349",31502,0,0.080284567,48,0,2419,0,6,0,1,0,3,"middle","poor"
"132945",137921,0,0.814005242,41,0,0.646264247,2368,4,0,0,0,2,"young","poor"
"596",623,0,0.288541381,87,1,0.571428571,1700,23,0,0,0,0,"elder","poor"
"78490",81456,0,0.933729395,39,0,0.093650457,4708,9,0,0,0,2,"young","middle"
"96053",99691,0,0.711948783,67,0,0.264111669,16333,9,0,5,0,1,"middle","rich"
"113474",117737,0,0.661429261,32,0,0.066158307,9310,10,0,0,0,2,"young","rich"
"5044",5244,0,0.07828062,58,0,0.171199733,17978,13,0,1,0,0,"middle","rich"
"8357",8681,0,0.210671854,44,0,0.651740531,6520,10,0,1,0,2,"young","middle rich"
"91208",94663,0,0.999000167,64,1,0.189924115,4743,13,0,0,0,0,"middle","middle"
"133144",138125,0,0.000356628,73,0,0.268891502,6801,4,0,1,0,0,"middle","middle rich"
"99256",103006,0,0.087263853,62,0,0.275742717,6933,9,0,2,0,0,"middle","middle rich"
"105938",109941,0,0.144308159,50,1,0.365760209,10700,14,0,2,0,2,"middle","rich"
"139195",144407,0,0.021120152,59,0,0.52295082,5489,9,0,2,0,0,"middle","middle rich"
"35056",36395,0,0.038177208,82,0,0.101323966,3700,3,0,1,0,0,"elder","poor"
"66601",69114,0,0.165613148,42,1,0.366213314,6984,13,0,2,0,3,"young","middle rich"
"132330",137281,0,0.00247685,62,0,0.109625439,23333,12,0,1,0,0,"middle","rich"
"132028",136968,0,0.419058094,55,1,0.927035006,2370,6,0,1,0,0,"middle","poor"
"88319",91651,0,0.308522236,46,0,0.143445032,1700,5,0,0,0,0,"middle","poor"
"92071",95557,0,0.785975781,64,0,0.204689245,2686,4,0,0,1,0,"middle","poor"
"102710",106605,0,0.758484609,55,0,0.105716523,1276,2,0,0,0,0,"middle","poor"
"123303",127930,0,0.043659554,55,0,0.027588964,2500,2,0,0,0,0,"middle","poor"
"5801",6019,0,0.984007996,62,1,2358,5400,4,0,2,0,0,"middle","middle"
"87577",90881,0,0.177104273,56,0,0.181275846,14750,5,0,2,0,0,"middle","rich"
"51107",53070,0,0.911823132,67,0,5908,5400,25,0,1,0,0,"middle","middle"
"107329",111368,0,0.9999999,28,0,0.028017241,2319,0,0,0,1,2,"young","poor"
"117715",122133,0,0.488333569,59,0,0.402596293,11708,12,0,2,0,0,"middle","rich"
"136910",142032,0,0.00753558,75,0,1081,5400,7,0,0,0,0,"middle","middle"
"114967",119285,0,0.584401155,39,1,0.186856568,12918,9,0,1,0,2,"young","rich"
"45304",47030,0,0.018916116,50,0,0.295108476,7420,14,0,1,0,2,"middle","middle rich"
"101148",104986,0,0.107039238,41,0,2918,5400,9,0,2,0,0,"young","middle"
"55035",57115,0,0.921260885,50,1,0.444274809,4584,11,0,0,0,0,"middle","middle"
"15743",16341,0,0.317712531,66,0,0.263323936,14897,9,0,2,0,0,"middle","rich"
"114463",118761,0,0.054718648,57,0,0.010743446,6980,5,0,0,0,1,"middle","middle rich"
"133434",138432,0,1.003994674,29,0,7.234413965,400,10,0,2,0,3,"young","poor"
"80443",83482,1,0,53,0,0.089425692,6250,3,1,0,2,2,"middle","middle rich"
"124953",129634,0,0.48839764,62,0,0.909545227,2000,9,0,1,0,0,"middle","poor"
"121317",125866,0,0.142480211,73,0,0.111499679,17156,10,0,2,0,0,"middle","rich"
"51479",53453,0,0.002476073,59,0,0.346854506,4116,4,0,2,0,0,"middle","middle"
"47074",48873,0,0.816035215,43,1,0.614615228,4898,19,0,1,0,0,"young","middle"
"86117",89372,0,0.064334971,50,0,0.668614357,9583,10,0,2,0,0,"middle","rich"
"43211",44851,0,0.149542523,57,0,0.021997034,4045,2,0,0,0,0,"middle","middle"
"114705",119009,0,0.82683266,42,1,0.175815884,5300,4,0,0,0,1,"young","middle"
"103467",107389,0,0.107927472,76,0,255,5400,11,0,0,0,0,"elder","middle"
"34706",36038,0,0.754351531,55,1,0.427683284,17049,5,0,2,0,2,"middle","rich"
"17289",17952,0,0.039994367,55,0,0.618338109,1744,4,0,2,0,0,"middle","poor"
"50460",52398,0,0.342928314,48,0,0.492975105,4056,14,0,1,0,1,"middle","middle"
"92063",95549,0,0,36,0,0,5400,4,0,0,0,0,"young","middle"
"94632",98213,0,0.262927002,61,0,0.113230769,16249,9,1,1,0,1,"middle","rich"
"88311",91643,0,0.61930063,54,0,3812,5400,17,0,4,0,0,"middle","middle"
"142879",148232,0,0.031410969,79,0,9,5400,1,0,0,0,0,"elder","middle"
"82668",85800,0,0,50,1,0.32016893,17521,9,0,2,0,3,"middle","rich"
"93660",97203,0,0.022783867,62,0,0.425762373,6000,10,0,2,0,0,"middle","middle rich"
"49428",51320,0,0.060424103,48,0,0.351864884,4262,9,0,1,0,2,"middle","middle"
"134922",139965,1,0.123622157,52,0,0.242864054,6200,4,0,1,0,1,"middle","middle rich"
"142238",147566,0,0.17611748,40,0,1.012020245,4741,17,0,4,0,3,"young","middle"
"93811",97357,0,0.477922302,61,0,0.133074677,25000,21,0,0,0,1,"middle","rich"
"105174",109153,0,0.9999999,58,0,0.337730871,1894,4,0,0,0,0,"middle","poor"
"53060",55071,0,0.019878231,74,0,0.00839832,1666,3,0,0,0,1,"middle","poor"
"119598",124084,0,0.339016946,56,1,1312,5400,6,0,1,0,0,"middle","middle"
"10340",10750,0,0.118646667,47,0,0.312476299,2636,6,0,1,0,0,"middle","poor"
"75127",77974,0,0.113551937,64,0,0.170857316,3300,8,0,0,0,0,"middle","poor"
"438",454,0,0.799981673,61,3,0.671076012,5064,19,0,3,1,0,"middle","middle"
"29672",30800,1,0.216590725,52,3,0.070653739,20833,7,0,1,1,0,"middle","rich"
"2079",2157,0,0.00189109,51,0,0.445646574,3881,10,0,1,0,3,"middle","middle"
"107269",111308,0,0.003749866,62,0,528,5400,2,0,0,0,0,"middle","middle"
"82630",85761,0,0.127620694,58,0,0.25760779,15608,22,0,2,0,1,"middle","rich"
"76394",79284,0,0.538951764,24,0,0.03475363,4200,3,0,0,0,0,"young","middle"
"101492",105354,0,0.091325906,53,2,0.331666833,10000,13,0,3,0,2,"middle","rich"
"50519",52459,0,0.799493401,41,2,0.627131935,5100,10,0,1,0,2,"young","middle"
"85799",89042,0,0.413994517,58,0,0.236386492,17500,9,0,2,0,0,"middle","rich"
"80216",83247,0,0.09700895,34,0,0.197096433,10400,17,0,1,0,1,"young","rich"
"9505",9882,0,0.323871845,49,0,0.506503849,3766,13,0,2,0,0,"middle","poor"
"114472",118770,0,0.9999999,58,0,868,5400,3,0,1,0,0,"middle","middle"
"434",450,0,0,23,0,0,3500,1,0,0,0,1,"young","poor"
"19980",20745,0,0.128708433,53,0,0.418624891,4595,18,0,1,0,0,"middle","middle"
"2907",3024,0,0.99640072,41,0,0.228489386,9750,5,0,1,0,3,"young","rich"
"31708",32921,0,0.369867419,67,0,1257,5400,6,0,1,0,0,"middle","middle"
"95843",99470,0,0.804097951,26,1,0.289919467,3600,3,0,0,1,0,"young","poor"
"122276",126860,0,0.890513686,47,0,0.487628093,4000,7,0,1,0,0,"middle","middle"
"98984",102728,0,0.323541366,54,0,1970,5400,11,0,1,0,2,"middle","middle"
"4212",4376,0,0.746737998,60,0,0.729443595,8500,13,0,2,0,0,"middle","rich"
"77141",80059,0,0.812204426,65,0,0.741833828,16500,16,0,3,0,3,"middle","rich"
"109077",113177,0,0.061346067,67,0,0.006372062,12083,5,0,0,0,0,"middle","rich"
"5006",5206,0,0.9999999,64,0,0,5400,9,0,0,0,0,"middle","middle"
"64244",66676,0,0.877457285,29,0,2759,5400,9,0,1,0,0,"young","middle"
"115181",119502,0,0.040748302,61,0,0.255437228,6666,6,0,1,0,0,"middle","middle rich"
"101866",105738,0,0.836653386,67,0,0.008287293,723,1,0,0,0,0,"middle","poor"
"4102",4263,0,0.705292067,32,0,0.298447139,4700,11,1,0,0,2,"young","middle"
"92395",95891,0,0.017235568,63,0,0.202268137,6436,4,0,0,0,1,"middle","middle rich"
"44713",46413,1,0.9999999,46,1,0.753123438,2000,4,1,2,0,2,"middle","poor"
"106000",110004,0,0.102360478,68,0,0.145579568,5089,4,0,0,0,0,"middle","middle"
"51291",53260,0,0.451683833,65,0,0.162010546,8912,12,0,1,0,0,"middle","rich"
"102509",106400,0,0.014117493,57,0,0.246268657,6833,7,0,0,0,1,"middle","middle rich"
"128675",133491,0,0,81,0,0,4734,5,0,0,0,0,"elder","middle"
"1692",1754,0,0.30428262,32,0,0.274722886,4600,8,0,1,0,0,"young","middle"
"45819",47566,1,0.401453472,44,1,1180,0,9,2,0,0,0,"young","poor"
"110626",114783,0,0.961610637,50,0,0.201680672,8210,13,0,0,0,1,"middle","rich"
"57846",60033,0,0.356456696,45,0,0.643735626,10000,17,0,2,0,3,"middle","rich"
"77688",80626,0,0.629798153,62,0,0.753017512,14332,13,0,2,0,2,"middle","rich"
"20981",21785,0,0.079980005,61,0,0.46723581,4333,6,0,1,0,3,"middle","middle"
"39553",41057,1,0.155773719,43,0,0.991596639,3450,20,0,1,0,2,"young","poor"
"41273",42845,0,0.01999964,57,0,0.36152594,14128,12,0,2,0,1,"middle","rich"
"124064",128713,0,0.031621861,49,0,0.122336391,14500,12,0,1,0,1,"middle","rich"
"45230",46956,0,0.21955776,61,0,0.382402707,12410,32,0,1,0,2,"middle","rich"
"38247",39699,0,0.993480279,53,0,0.543380898,9600,7,0,1,0,2,"middle","rich"
"77743",80684,0,0.028753316,33,0,1930,5400,15,0,1,0,4,"young","middle"
"102555",106447,1,0.244880762,63,2,0.406865061,6350,14,0,3,0,0,"middle","middle rich"
"133165",138150,1,0.610430193,56,2,0.390531122,4160,12,0,1,0,0,"middle","middle"
"5143",5345,0,0.260711958,74,0,0.643340194,3400,18,0,2,0,0,"middle","poor"
"83801",86982,0,0.099264809,71,0,1238,5400,4,0,1,0,0,"middle","middle"
"10899",11330,0,0.329451968,64,0,0.335514358,2750,8,0,0,0,0,"middle","poor"
"46274",48036,0,0.443951605,43,0,0.457095019,7166,11,0,2,1,1,"young","middle rich"
"60240",62530,0,0.073625928,53,0,0.143135093,15418,8,0,2,0,0,"middle","rich"
"112603",116820,0,0.000482021,81,0,0.169133748,11416,19,0,2,0,0,"elder","rich"
"136424",141524,0,0.040320112,31,0,0.198852917,13250,17,0,1,0,0,"young","rich"
"140647",145917,0,0.604822644,59,0,0.595771594,5533,13,0,1,0,1,"middle","middle rich"
"139572",144801,0,0.083690239,67,0,4130,5400,26,0,2,0,0,"middle","middle"
"142005",147330,0,0.045998686,59,0,0.590773107,6350,9,0,1,0,2,"middle","middle rich"
"22322",23173,0,0.460515156,45,0,0.301415887,16667,12,0,1,0,4,"middle","rich"
"59302",61557,0,0.249675539,77,0,0.215778422,10000,6,0,2,0,0,"elder","rich"
"105082",109059,0,0.052778888,48,0,0.404382968,12000,9,0,2,0,1,"middle","rich"
"61675",64018,0,0.173330252,57,0,1643,5400,9,0,2,0,1,"middle","middle"
"30533",31696,0,0.027423906,69,0,0.120287971,10000,7,0,2,0,0,"middle","rich"
"30894",32076,0,0.046239383,62,0,0.253016977,14666,10,0,1,0,0,"middle","rich"
"76006",78885,0,0.965458732,56,0,0.627475769,2372,7,0,1,0,1,"middle","poor"
"37168",38584,0,0.046691589,47,0,0.189158785,24000,7,0,1,0,1,"middle","rich"
"67147",69681,0,0.00707126,57,0,0.001193852,6700,4,0,0,0,0,"middle","middle rich"
